"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
"1",85.9185359895592,102.164529651022,73.9667357350276,4.37887375396814,100.233428053185,80.4182928684251,85.5442033945848,86.6630163076859,102.194796910019,73.4137440207762,4.4086088037023,100.624702187531,79.9987532276491,85.4974739422656,87.0559753254741,101.99954606796,73.2116477472645,4.43370346499724,100.678532928506,79.7705036234202,85.5877486869822,87.2079856438912,101.821964870969,73.1759905824321,4.4480023648152,100.625523590063,79.678370900438,85.6783976970752,87.2400468354635,101.717047087851,73.1963693212016
"2",68.5070180184541,69.3037014684338,10.3280223171729,1.53179012837097,100.872780510682,91.3970437326302,67.6660281591398,67.1666860099398,71.3690028491161,10.1858997682145,1.35544554498493,100.572096901176,91.1277639031318,67.3903941336993,66.8903675753906,71.0910336594076,10.0261369356873,1.2658191736593,100.265358883889,90.8295326141819,67.1166484946344,66.6171964960158,70.8130973373089,9.86692126090634,1.17797035993704,99.958920765704,90.5315728708642,66.8432160049853,66.344343368513,70.5354703104192,9.70843073886766
"3",85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
"4",236.672785397531,348.696298743244,421.472076164752,161.14249151376,385.226712645877,263.84242382977,329.650164276088,210.205495947908,382.92064422533,373.577176427962,204.026193281706,355.416203297428,245.464385927154,368.600310498628,293.041329471921,355.09459609647,367.223303969877,273.13833571131,356.625207392595,307.614886993706,348.330839950749,305.965856570983,356.116310769073,356.829945280009,300.12729429593,351.075601466587,317.432624873856,351.931979583584,327.565768588862,350.906350237543,353.440941896626
